Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Nombre_d_eleves;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordonnee_X;coordonnee_Y;epsg;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;etablissement_multi_lignes;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_bassin_formation;libelle_bassin_formation
0351105L;Ecole primaire privée Saint François;Ecole;Privé;1A rue des Lilas;;35520 MELESSE;35520;35173;Melesse;035;14;53;1;1;;;;0299661575;;;ec.0351105L@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;77770387700038;405;;48.221279624559855, -1.6955299164675048;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;351477.1;6801580.1;EPSG:2154;Circonscription d'inspection du 1er degré de Saint Grégoire;48.221279624559855;-1.6955299164675048;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0352183H;;;;
0351126J;Ecole primaire privée Notre Dame;Ecole;Privé;3 rue Paumier;;35760 MONTGERMONT;35760;35189;Montgermont;035;14;53;1;1;;;;0299688227;;;ec.0351126J@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;30695799400016;122;;48.15554997104385, -1.7175896806925515;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;349405.5;6794385.8;EPSG:2154;Circonscription d'inspection du 1er degré de Pacé;48.15554997104385;-1.7175896806925515;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0352274G;;;;
0351131P;Ecole primaire privée Notre Dame;Ecole;Privé;12 bis rue des Genêts;;35520 MONTREUIL LE GAST;35520;35193;Montreuil-le-Gast;035;14;53;1;1;;;;0299669418;;;ec.0351131P@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;30119257100018;87;;48.24783902030782, -1.7280180354895365;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;349245.2;6804670.5;EPSG:2154;Circonscription d'inspection du 1er degré de Saint Grégoire;48.24783902030782;-1.7280180354895365;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0352183H;;;;
0351181U;Ecole primaire privée Ste Anne;Ecole;Privé;12 avenue d'Antrain;;35560 BAZOUGES LA PEROUSE;35560;35019;Bazouges-la-Pérouse;035;14;53;1;1;;;;0299974655;;;ec.0351181U@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;30084920500012;109;;48.42592374686449, -1.5699595186397408;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;362102.6;6823740.7;EPSG:2154;Circonscription d'inspection du 1er degré de Fougères;48.42592374686449;-1.5699595186397408;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0350052S;;;;
0351184X;Ecole primaire privée St Michel;Ecole;Privé;8 rue de Brocéliande;;35137 BEDEE;35137;35023;Bédée;035;14;53;1;1;;;;0299070034;;;ec.0351184X@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;77765539000014;205;;48.17973120815585, -1.9476199346428555;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;332500.6;6798114.1;EPSG:2154;Circonscription d'inspection du 1er degré de Montfort-sur-Meu;48.17973120815585;-1.9476199346428555;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0352247C;;;;
0351193G;Ecole primaire privée St Joseph;Ecole;Privé;12 rue Maison Neuve;;35270 BONNEMAIN;35270;35029;Bonnemain;035;14;53;1;1;;;;0299734501;;;ec.0351193G@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;30624386600028;91;;48.466751239281116, -1.7681601803129818;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;347739.2;6829137.2;EPSG:2154;Circonscription d'inspection du 1er degré de Combourg;48.466751239281116;-1.7681601803129818;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0350707D;;;;
0351197L;Ecole primaire privée l'Arche de Noé;Ecole;Privé;2 rue Joseph Panaget;;35230 BOURGBARRE;35230;35032;Bourgbarré;035;14;53;1;1;;;;0299576050;;;ec.0351197L@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;77765726300029;155;;47.99413741758065, -1.6138297002202147;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;356060.2;6776023.4;EPSG:2154;Circonscription d'inspection du 1er degré de Bruz;47.99413741758065;-1.6138297002202147;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0352691K;;;;
0351205V;Ecole primaire privée Notre Dame;Ecole;Privé;4 rue des Chauffaux;;35160 BRETEIL;35160;35040;Breteil;035;14;53;1;1;;;;0299060230;;;ec.0351205V@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;77765879000012;86;;48.14616884850401, -1.8988298639513683;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;335888.7;6794165.4;EPSG:2154;Circonscription d'inspection du 1er degré de Montfort-sur-Meu;48.14616884850401;-1.8988298639513683;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0351791G;;;;
0351214E;Ecole primaire privée la Providence Centre;Ecole;Privé;1 bis avenue ALPHONSE LEGAULT;BP 7103;35171 BRUZ CEDEX;35171;35047;Bruz;035;14;53;1;1;;;;0299526067;;;ec.0351214E@ac-rennes.fr;1;0;1;;;;;;;;;;;;;;;77766017600028;374;;48.0248473035537, -1.7467499078838218;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;346368.4;6780017.1;EPSG:2154;Circonscription d'inspection du 1er degré de Bruz;48.0248473035537;-1.7467499078838218;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0350002M;;;;
0351245N;Ecole primaire privée St Amand;Ecole;Privé;3 rue François Chapin;;35230 NOYAL CHATILLON SUR SEICHE;35230;35206;Noyal-Châtillon-sur-Seiche;035;14;53;1;1;;;;0299523696;;;ec.0351245N@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;77766697500043;203;;48.04359946100585, -1.6612203053342134;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;352855.8;6781717.7;EPSG:2154;Circonscription d'inspection du 1er degré de Saint-Jacques-de-la-Lande;48.04359946100585;-1.6612203053342134;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0351852Y;;;;
0351267M;Ecole primaire privée St Joseph;Ecole;Privé;1 impasse DU PRESBYTERE;;35150 CORPS NUDS;35150;35088;Corps-Nuds;035;14;53;1;1;;;;0299440001;;;ec.0351267M@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;77767059700015;100;;47.97729336176918, -1.587899564507824;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;357882.3;6774042.2;EPSG:2154;Circonscription d'inspection du 1er degré de Châteaubourg;47.97729336176918;-1.587899564507824;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0351053E;;;;
0351275W;Ecole primaire privée la Sainte Famille;Ecole;Privé;15 rue de Tanouarn;;35440 DINGE;35440;35094;Dingé;035;14;53;1;1;;;;0299450163;;;ec.0351275W@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;77767397100019;84;;48.356963071994265, -1.7171205298481271;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;350776.8;6816729.1;EPSG:2154;Circonscription d'inspection du 1er degré de Combourg;48.356963071994265;-1.7171205298481271;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0350707D;;;;
0351283E;Ecole primaire privée Ste Anne;Ecole;Privé;14 rue des Pommiers Fleuris;;35390 LA DOMINELAIS;35390;35098;La Dominelais;035;14;53;1;1;;;;0299729074;;;ec.0351283E@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;77767593500012;134;;47.763610945081446, -1.68687991381424;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;349101.5;6750774.5;EPSG:2154;Circonscription d'inspection du 1er degré de Bain-de-Bretagne;47.763610945081446;-1.68687991381424;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0350970P;;;;
0351292P;Ecole primaire privée Notre Dame du Sacré Coeur;Ecole;Privé;5 rue de Normandie;;35120 EPINIAC;35120;35104;Epiniac;035;14;53;1;1;;;;0299800656;;;ec.0351292P@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;77767691700019;136;;48.510312956615515, -1.6951795208985967;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;353412.2;6833647.9;EPSG:2154;Circonscription d'inspection du 1er degré du Pays Malouin;48.510312956615515;-1.6951795208985967;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0350708E;;;;
0351296U;Ecole primaire privée St François;Ecole;Privé;18 rue des Pervenches;;35620 ERCE EN LAMEE;35620;35106;Ercé-en-Lamée;035;14;53;1;1;;;;0299443267;;;ec.0351296U@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;77767760000010;90;;47.829679312522536, -1.562589932843107;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;358820.3;6757558.0;EPSG:2154;Circonscription d'inspection du 1er degré de Bain-de-Bretagne;47.829679312522536;-1.562589932843107;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;1;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0350970P;;;;
0351322X;Ecole primaire privée St François;Ecole;Privé;5 rue du Gaël-Villacoublay;;35290 GAEL;35290;35117;Gaël;035;14;53;1;1;;;;0299077186;;;ec.0351322X@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;32342707000012;86;;48.13140301754027, -2.2226479509122052;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;311746.1;6794070.5;EPSG:2154;Circonscription d'inspection du 1er degré de Montfort-sur-Meu;48.13140301754027;-2.2226479509122052;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0351850W;;;;
0351329E;Ecole primaire privée Jeanne-Marie Lebossé;Ecole;Privé;7 rue de la Lande d'Ouée;;35140 GOSNE;35140;35121;Gosné;035;14;53;1;1;;;;0299663182;;;ec.0351329E@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;77768660100017;116;;48.24752105197872, -1.4618906593477425;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;368964.6;6803486.3;EPSG:2154;Circonscription d'inspection du 1er degré de Vitré;48.24752105197872;-1.4618906593477425;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0350039C;;;;
0351343V;Ecole primaire privée Saint Joseph;Ecole;Privé;9 rue des Vergers;;35580 GUIGNEN;35580;35127;Guignen;035;14;53;1;1;;;;0299922227;;;ec.0351343V@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;77769071000028;294;;47.92030528750613, -1.8564305015496667;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;337493.4;6768919.2;EPSG:2154;Circonscription d'inspection du 1er degré de Redon;47.92030528750613;-1.8564305015496667;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0352957Z;;;;
0351347Z;Ecole primaire privée Abbé Pierre;Ecole;Privé;11 rue du Beau Manoir;;35630 HEDE BAZOUGES;35630;35130;Hédé-Bazouges;035;14;53;1;1;;;;0299454636;;;ec.0351347Z@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;77769192400024;166;;48.29676680349431, -1.8017994698856417;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;344108.8;6810428.7;EPSG:2154;Circonscription d'inspection du 1er degré de Combourg;48.29676680349431;-1.8017994698856417;Rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0350051R;;;;
0351358L;Ecole primaire privée St Goulven;Ecole;Privé;11 rue des Ecoles;;35220 ST DIDIER;35220;35264;Saint-Didier;035;14;53;1;1;;;;0299623242;;;ec.0351358L@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;30189704700017;119;;48.09500542645795, -1.372499922028908;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;374651.7;6786191.5;EPSG:2154;Circonscription d'inspection du 1er degré de Châteaubourg;48.09500542645795;-1.372499922028908;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0352448W;;;;
0351369Y;Ecole primaire privée le Sacré Coeur;Ecole;Privé;13 rue de la Prouverie;;35590 ST GILLES;35590;35275;Saint-Gilles;035;14;53;1;1;;;;0299646543;;;ec.0351369Y@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;77776129700012;299;;48.1530062392366, -1.826329869139562;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;341317.0;6794592.0;EPSG:2154;Circonscription d'inspection du 1er degré de Saint-Jacques-de-la-Lande;48.1530062392366;-1.826329869139562;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0351847T;;;;
0351374D;Ecole primaire privée Ste Anne;Ecole;Privé;6 rue du Rocher;;35140 ST HILAIRE DES LANDES;35140;35280;Saint-Hilaire-des-Landes;035;14;53;1;1;;;;0299988097;;;ec.0351374D@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;77776222000021;45;;48.35280482025755, -1.3593100848882578;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;377213.1;6814745.1;EPSG:2154;Circonscription d'inspection du 1er degré de Fougères;48.35280482025755;-1.3593100848882578;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;035037;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0350040D;;;;
0351387T;Ecole primaire privée St Michel;Ecole;Privé;18 boulevard St Michel des Sabl.;;35400 ST MALO;35400;35288;Saint-Malo;035;14;53;1;1;;;;0299402598;;;ec.0351387T@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;33422511700012;103;;48.68113339046516, -1.9713499382765136;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;334246.9;6853848.2;EPSG:2154;Circonscription d'inspection du 1er degré de Saint Malo Ville;48.68113339046516;-1.9713499382765136;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0350044H;;;;
0351406N;Ecole primaire privée St Joseph;Ecole;Privé;26 rue de la Vallée Verte;;35350 ST MELOIR DES ONDES;35350;35299;Saint-Méloir-des-Ondes;035;14;53;1;1;;;;0299891342;;;ec.0351406N@ac-rennes.fr;0;0;0;;;;;;;;;;;;;;;77777728500019;228;;48.6352302738479, -1.9032198628949821;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;338936.2;6848441.3;EPSG:2154;Circonscription d'inspection du 1er degré du Pays Malouin;48.6352302738479;-1.9032198628949821;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0350003N;;;;
0351411U;Ecole primaire privée Ste Marie;Ecole;Privé;1 rue du Moulin SAINT-OUEN-LA-ROUERIE;;35460 VAL COUESNON;35460;35004;Val-Couesnon;035;14;53;1;1;;;;0299983826;;;ec.0351411U@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;30758344300014;43;;48.46317086371412, -1.4411794599292753;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;371847.0;6827331.1;EPSG:2154;Circonscription d'inspection du 1er degré de Fougères;48.46317086371412;-1.4411794599292753;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0350052S;;;;
0351421E;Ecole primaire privée Frédéric Ozanam;Ecole;Privé;1 allée de Marmoutiers;;35133 ST SAUVEUR DES LANDES;35133;35310;Saint-Sauveur-des-Landes;035;14;53;1;1;;;;0299988049;;;ec.0351421E@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;77777951300020;126;;48.34662601576774, -1.3131598636008794;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;380589.4;6813871.7;EPSG:2154;Circonscription d'inspection du 1er degré de Fougères;48.34662601576774;-1.3131598636008794;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;035037;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0350967L;;;;
0351429N;Ecole élémentaire privée Ste Thérèse;Ecole;Privé;8 rue du Clos-aux-Moines LA SELLE-EN-COGLES;;35460 LES PORTES DU COGLAIS;35460;35191;Les Portes du Coglais;035;14;53;0;1;;;;0299977030;;;ec.0351429N@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;77770887600027;36;;48.438239658121475, -1.3430502061390923;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;378937.9;6824160.7;EPSG:2154;Circonscription d'inspection du 1er degré de Fougères;48.438239658121475;-1.3430502061390923;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0350040D;;;;
0351450L;Ecole primaire privée St Malo;Ecole;Privé;1 rue DU BIGNON;;35380 TREFFENDEL;35380;35340;Treffendel;035;14;53;1;1;;;;0299610084;;;ec.0351450L@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;77778488500017;76;;48.0399601669888, -2.0045498521040637;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;327293.8;6782879.0;EPSG:2154;Circonscription d'inspection du 1er degré de Pacé;48.0399601669888;-2.0045498521040637;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0352958A;;;;
0351463A;Ecole primaire privée St Michel;Ecole;Privé;Allée Saint-Michel;;35470 PLECHATEL;35470;35221;Pléchâtel;035;14;53;1;1;;;;0299574835;;;ec.0351463A@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;84837633100015;77;;47.89479818875864, -1.748369601086245;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;345379.4;6765599.5;EPSG:2154;Circonscription d'inspection du 1er degré de Bain-de-Bretagne;47.89479818875864;-1.748369601086245;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0350970P;;;;
0351464B;Ecole catholique Arthur-Régnault;Ecole;Privé;2 rue de la Chapelle Le Châtellier;;35470 PLECHATEL;35470;35221;Pléchâtel;035;14;53;1;1;;;;0299437070;;;ec.0351464B@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;77771553300017;84;;47.87215459604904, -1.67849737498056;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;350442.5;6762776.4;EPSG:2154;Circonscription d'inspection du 1er degré de Bain-de-Bretagne;47.87215459604904;-1.67849737498056;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0350970P;;;;
0351471J;Ecole primaire privée Notre Dame;Ecole;Privé;10 RUE DU MEZERAY;;35540 PLERGUER;35540;35224;Plerguer;035;14;53;1;1;;;;0299581033;;;ec.0351471J@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;77771728100011;117;;48.52896433778018, -1.846649847649836;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;342372.0;6836392.9;EPSG:2154;Circonscription d'inspection du 1er degré du Pays Malouin;48.52896433778018;-1.846649847649836;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0350708E;;;;
0351479T;Ecole primaire privée St Joseph;Ecole;Privé;36 rue du Mont Saint-Michel;;35420 POILLEY;35420;35230;Poilley;035;14;53;1;1;;;;0299951902;;;ec.0351479T@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;77776007500039;35;;48.465899829557, -1.26320940505543;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;385000.3;6826909.2;EPSG:2154;Circonscription d'inspection du 1er degré de Fougères;48.465899829557;-1.26320940505543;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;035042;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0350041E;;;;
0351516H;Ecole primaire privée St Joseph;Ecole;Privé;48 bis rue Ginguené;;35000 RENNES;35000;35238;Rennes;035;14;53;1;1;;;;0299509379;;;ec.0351516H@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;77774351900012;241;;48.09850312765699, -1.6804295699577845;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;351788.3;6787892.9;EPSG:2154;Circonscription d'inspection du 1er degré de Rennes Centre Sud;48.09850312765699;-1.6804295699577845;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0350760L;;;;
0351541K;Ecole primaire privée Notre Dame de Bon Secours;Ecole;Privé;8 rue des Ecoles;;35250 ST AUBIN D AUBIGNE;35250;35251;Saint-Aubin-d'Aubigné;035;14;53;1;1;;;;0299552013;;;ec.0351541K@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;77775475500018;346;;48.26212073974255, -1.609520499573705;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;358118.6;6805735.3;EPSG:2154;Circonscription d'inspection du 1er degré de Combourg;48.26212073974255;-1.609520499573705;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0351849V;;;;
0351556B;Ecole primaire privée St Etienne des Eaux;Ecole;Privé;10 RUE ST ETIENNE DES EAUX;;35450 VAL D IZE;35450;35347;Val-d'Izé;035;14;53;1;1;;;;0299498401;;;ec.0351556B@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;40431476700017;145;;48.17796627305457, -1.3022501230782957;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;380375.7;6795110.3;EPSG:2154;Circonscription d'inspection du 1er degré de Vitré;48.17796627305457;-1.3022501230782957;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0351909K;;;;
0351558D;Ecole primaire privée Ste Bernadette;Ecole;Privé;1 ROUTE DE ST THURIAL;;35160 LE VERGER;35160;35351;Le Verger;035;14;53;1;1;;;;0299079530;;;ec.0351558D@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;77778662500015;73;;48.06899510906876, -1.9312501497204657;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;332946.9;6785755.8;EPSG:2154;Circonscription d'inspection du 1er degré de Pacé;48.06899510906876;-1.9312501497204657;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0352030S;;;;
0351612M;Ecole primaire publique Groupe Scolaire Théodore Chalmel;Ecole;Public;8 rue Jean Monnet;;35430 ST PERE MARC EN POULET;35430;35306;Saint-Père-Marc-en-Poulet;035;14;53;1;1;;;;0299588542;;;ecole.0351612M@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350306300025;150;;48.58845592858639, -1.9219216397681844;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;337236.9;6843337.1;EPSG:2154;Circonscription d'inspection du 1er degré de Saint Malo Ville;48.58845592858639;-1.9219216397681844;Rue;1971-06-24;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0350044H;;;;
